Price,Name,Location,Link
"$13,000","2019 Kia Soul +","HAMILTON SQUARE, NJ",https://cnj.craigslist.org/ctd/d/trenton-2019-kia-soul/7254552311.html
"$23,000","2013 *BMW* *7 Series* *750i xDrive* Black","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/asbury-park-2013-bmw-series-750i-xdrive/7254543335.html
"$12,000","2004 Dodge Ram 1500 SLT # 57492","TOMS RIVER",https://cnj.craigslist.org/ctd/d/toms-river-2004-dodge-ram-1500-slt/7254526961.html
"$25,000","2009 HUMMER H3T H3T Luxury #  27261","TOMS RIVER",https://cnj.craigslist.org/ctd/d/toms-river-2009-hummer-h3t-h3t-luxury/7254523081.html
"$44,000","2002 BMW M3 Coupe (Only 15k miles!)","ROBBINSVILLE NJ",https://cnj.craigslist.org/cto/d/trenton-2002-bmw-m3-coupe-only-15k-miles/7254521784.html
"$6,200","2013 Nissan Frontier Truck","EDISON",https://cnj.craigslist.org/ctd/d/edison-2013-nissan-frontier-truck/7254520730.html
"$4,600","2005 Toyota Camry XLE","PISCATAWAY",https://cnj.craigslist.org/cto/d/piscataway-2005-toyota-camry-xle/7254520472.html
"$9,900","2014 Ford E450 Bus For Sale","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/piscataway-2014-ford-e450-bus-for-sale/7254516916.html
"$9,200","2013 HYUNDAI TUCSON","EDISON",https://cnj.craigslist.org/ctd/d/edison-2013-hyundai-tucson/7254515409.html
"$13,000","2014 *Audi* *Q7* *quattro 4dr 3.0T Premium Plus* Bla","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/asbury-park-2014-audi-q7-quattro-4dr/7254504302.html
"$4,500","2009 Honda Odyssey EX L 4dr Mini Van","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2009-honda-odyssey-ex-4dr/7254500593.html
"$4,800","2010 Chrysler Town  Country Touring 4dr Mini Van","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2010-chrysler-town-country/7254500392.html
"$9,500","2009 Chevrolet Tahoe LT 4x4 4dr SUV w/1LT","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2009-chevrolet-tahoe-lt-4x4/7254500050.html
"$1,400","2001 Chrysler Town  Country EX 4dr Extended Mini Van","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2001-chrysler-town-country-ex/7254499855.html
"$2,400","1998 Ford Explorer XLT 4dr 4WD SUV","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-1998-ford-explorer-xlt-4dr/7254499707.html
"$2,500","Mazda Tribute Lx V6","PISCATAWAY",https://cnj.craigslist.org/cto/d/piscataway-mazda-tribute-lx-v6/7254489221.html
"$26,000","2018 BMW 2 Series 230i Coupe 2D coupe Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-bmw-series-230i-coupe-2d/7254485468.html
"$19,000","2013 Caddy Cadillac XTS Luxury Collection Sedan 4D sedan White -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-caddy-cadillac-xts-luxury/7254485148.html
"$19,000","2013 Caddy Cadillac XTS Platinum Collection Sedan 4D sedan Black -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-caddy-cadillac-xts/7254485095.html
"$30,000","2011 Porsche Boxster Convertible 2D Convertible Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2011-porsche-boxster/7254479665.html
"$36,000","2011 Porsche Boxster S Convertible 2D Convertible Green - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2011-porsche-boxster/7254479769.html
"$26,000","2014 Maserati Quattroporte S Q4 Sedan 4D","_MASERATI_ _QUATTROPORTE_ _SEDAN_",https://cnj.craigslist.org/ctd/d/cliffwood-2014-maserati-quattroporte-q4/7254479460.html
"$5,700","2005 Toyota sienna exl awd","PISCATAWAY NJ",https://cnj.craigslist.org/cto/d/piscataway-2005-toyota-sienna-exl-awd/7254466019.html
"$3,400","2010 Dodge Grand Caravan SE- Minivan 4D","BRIDGEWATER",https://cnj.craigslist.org/cto/d/manville-2010-dodge-grand-caravan-se/7254465825.html
"$6,500","2004 international bervage truck","SOUTH PLAINFIELD",https://cnj.craigslist.org/cto/d/south-plainfield-2004-international/7254462808.html
"$2,800","1998 Honda accord ex","PISCATAWAY NJ",https://cnj.craigslist.org/cto/d/piscataway-1998-honda-accord-ex/7254458866.html
"$0","2018 Mazda CX-9 Touring AWD 4dr SUV -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2018-mazda-cx-touring-awd-4dr/7254449647.html
"$0","2017 Jeep Grand Cherokee Limited 4x4 4dr SUV -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2017-jeep-grand-cherokee/7254449142.html
"$3,200","2007 BMW 328xi","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/trenton-2007-bmw-328xi/7254436715.html
"$6,000","2011 Jeep Liberty 4x4 Limited ,leather ,navigation PRICE REDUCED $6000","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/delanco-2011-jeep-liberty-4x4-limited/7254432506.html
"$14,000","Volvo VNL 670 Tractor Trailer Truck","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/parlin-volvo-vnl-670-tractor-trailer/7254425057.html
"$3,200","2002 Ford Escape XLT Choice 4WD 4dr SUV","FORD ESCAPE SUV",https://cnj.craigslist.org/ctd/d/trenton-2002-ford-escape-xlt-choice-4wd/7254403962.html
"$4,500","2008 Honda Civic LX 4dr Sedan 5A","HONDA CIVIC SEDAN",https://cnj.craigslist.org/ctd/d/trenton-2008-honda-civic-lx-4dr-sedan-5a/7254403828.html
"$15,000","*2016* *Nissan* *Rogue* *SV*","_NISSAN_ _ROGUE_ _SUV_",https://cnj.craigslist.org/ctd/d/lawrence-township-2016-nissan-rogue-sv/7254403677.html
"$6,200","2012 Jeep Liberty Sport 4x4 4dr SUV","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2012-jeep-liberty-sport-4x4/7254395711.html
"$5,400","2008 Subaru Legacy 2.5i AWD 4dr Sedan 4A","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2008-subaru-legacy-25i-awd/7254395459.html
"$4,200","2003 Honda Pilot EX L 4dr 4WD SUV w/ Leather and Navigation System","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2003-honda-pilot-ex-4dr-4wd/7254395287.html
"$8,500","2013 GMC SAVANNA G-3500 CARGO VAN BLUE","WEST LONG BRANCH NJ",https://cnj.craigslist.org/ctd/d/west-long-branch-2013-gmc-savanna-3500/7254391312.html
"$4,500","2007 HONDA CIVIC CLEAN RUNS PERFECT NEEDS NOTHING","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/iselin-2007-honda-civic-clean-runs/7254389825.html
"$7,500","2014 White Toyota Corolla LE ( Great Condition, extra accessories)","WOODBRIDGE, NJ",https://cnj.craigslist.org/cto/d/fords-2014-white-toyota-corolla-le/7254334806.html
"$18,000","HONDA ACCORD 2016 EXL","TRENTON",https://cnj.craigslist.org/cto/d/trenton-honda-accord-2016-exl/7254329770.html
"$6,500","2004 Chevy Suburban","NEWARK NJ",https://cnj.craigslist.org/cto/d/newark-2004-chevy-suburban/7254324596.html
"$6,500","HONDA ACCORD 2009 EX","TRENTON",https://cnj.craigslist.org/cto/d/trenton-honda-accord-2009-ex/7254324009.html
"$4,100","2008 HONDA ACCORD -EX-L 177000 miles","WOODBRIDGE",https://cnj.craigslist.org/cto/d/woodbridge-2008-honda-accord-ex-miles/7254307395.html
"$300","2010 Lincoln MKZ--Come drive it--WE FINANCE EVERYONE","FROM $299 DOWN YOUR APPROVED COME GET IT",https://cnj.craigslist.org/ctd/d/burlington-2010-lincoln-mkz-come-drive/7254304154.html
"$19,000","Low mileage Acura RDX for Sale","PRINCETON",https://cnj.craigslist.org/cto/d/princeton-low-mileage-acura-rdx-for-sale/7254302562.html
"$7,500","Clean title","OLD BRIDGE",https://cnj.craigslist.org/cto/d/old-bridge-clean-title/7254297816.html
"$26,000","2019 Toyota 4Runner Limited AWD 4dr SUV SUV","DG AUTO GROUP",https://cnj.craigslist.org/ctd/d/miami-2019-toyota-4runner-limited-awd/7254285683.html
"$5,500","car","NORTH BRUNSWICK",https://cnj.craigslist.org/cto/d/north-brunswick-car/7254281920.html
"$2,800","2007 Pontiac G6","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/middlesex-2007-pontiac-g6/7254270325.html
"$35,000","2018 Jeep Wrangler JK Unlimited Sport 4x4 4dr SUV SUV","DG AUTO GROUP",https://cnj.craigslist.org/ctd/d/miami-2018-jeep-wrangler-jk-unlimited/7254266277.html
"$17,000","2014 Dodge Ram pickup Express mega cab","WESTFIELD",https://cnj.craigslist.org/cto/d/kenilworth-2014-dodge-ram-pickup/7254257001.html
"$8,500","2010 Toyota RAV4","HOWELL",https://cnj.craigslist.org/cto/d/howell-2010-toyota-rav4/7254248766.html
"$18,000","Toyota Highlander le","SOUTH PLAINFIELD",https://cnj.craigslist.org/cto/d/south-plainfield-toyota-highlander-le/7254247990.html
"$19,000","2016 Nissan Maxima - Financing Available!","NEW BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/somerset-2016-nissan-maxima-financing/7254215085.html
"$6,000","2009 Jeep Grand Cherokee Limited 4x2 4dr SUV","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2009-jeep-grand-cherokee/7254210833.html
"$4,900","2009 Honda Odyssey EX L 4dr Mini Van","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2009-honda-odyssey-ex-4dr/7254210660.html
"$2,700","2003 Nissan Altima 2.5 S 4dr Sedan","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2003-nissan-altima-25-4dr/7254210484.html
"$7,000","*2012* *Kia* *Optima* *LX 4dr Sedan*","_KIA_ _OPTIMA_ _SEDAN_",https://cnj.craigslist.org/ctd/d/paterson-2012-kia-optima-lx-4dr-sedan/7254194077.html
"$10,000","S10","OLD BRIDGE",https://cnj.craigslist.org/cto/d/spotswood-s10/7254190499.html
"$5,000","2004 BMW 3Series 330i sedan","HAZLET NEW JERSEY",https://cnj.craigslist.org/cto/d/keyport-2004-bmw-3series-330i-sedan/7254187917.html
"$11,000","2012 Ford E250 Cargo - Financing Available!","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/east-brunswick-2012-ford-e250-cargo/7254180019.html
"$6,700","2001 Toyota RAV4 Base AWD 4dr SUV","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2001-toyota-rav4-base-awd-4dr/7254177710.html
"$10,000","Volksvagen Touareg Executive","BROOKLYN",https://cnj.craigslist.org/ctd/d/brooklyn-volksvagen-touareg-executive/7254173281.html
"$8,000","2004 NISSAN 350Z CONVERTIBLE 90k miles","WESTFIELD",https://cnj.craigslist.org/cto/d/linden-2004-nissan-350z-convertible-90k/7254168362.html
"$600","2003 Chevy Cavalier","NORTH BRUNSWICK",https://cnj.craigslist.org/cto/d/north-brunswick-2003-chevy-cavalier/7254167331.html
"$9,000","2016 Kia Forte LX Sedan 4D","_KIA_ _FORTE_ _SEDAN_",https://cnj.craigslist.org/ctd/d/cliffwood-2016-kia-forte-lx-sedan-4d/7254159675.html
"$14,000","2015 Hyundai Elantra GT Hatchback 4D hatchback Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2015-hyundai-elantra-gt/7254152803.html
"$4,500","2008 Pontiac G6 GT Coupe","PRINCETON",https://cnj.craigslist.org/cto/d/princeton-2008-pontiac-g6-gt-coupe/7254152895.html
"$0","2020 Ford Explorer Hybrid Limited AWD 4dr SUV -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2020-ford-explorer-hybrid/7254149123.html
"$29,000","2020 Ford Ranger SuperCab XL Pickup 2D 6 ft pickup White - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2020-ford-ranger-supercab-xl/7254143659.html
"$25,000","2012 Mercedes-Benz S-Class S 550 4MATIC Sedan 4D sedan White - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2012-mercedes-benz-class-550/7254143942.html
"$20,000","2017 FIAT 124 Spider Classica Convertible 2D Convertible Gray -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-fiat-124-spider-classica/7254144083.html
"$20,000","2015 Subaru Forester 2.0XT Touring Sport Utility 4D hatchback Black -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2015-subaru-forester-20xt/7254144005.html
"$38,000","2016 Mercedes-Benz CLS-Class CLS 550 Coupe 4D coupe White - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2016-mercedes-benz-cls-class/7254143731.html
"$35,000","2014 Toyota Sequoia Limited Sport Utility 4D suv Gray - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2014-toyota-sequoia-limited/7254143231.html
"$21,000","2011 Jag Jaguar XJ XJL Sedan 4D sedan Blue - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2011-jag-jaguar-xj-xjl-sedan-4d/7254143641.html
"$26,000","2012 Chevy Chevrolet Silverado 1500 Extended Cab LT Pickup 4D 6 1/2 ft","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2012-chevy-chevrolet-silverado/7254137427.html
"$25,000","2016 Volvo XC60 T6 Drive-E Sport Utility 4D suv Gray - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2016-volvo-xc60-t6-drive-sport/7254137209.html
"$24,000","2018 Chevy Chevrolet Colorado Extended Cab Work Truck Pickup 2D 6 ft","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-chevy-chevrolet-colorado/7254137195.html
"$12,000","2010 frontier crew cab","EWING",https://cnj.craigslist.org/cto/d/trenton-2010-frontier-crew-cab/7254132872.html
"$13,000","2013 HINO 338","NEW BRUNSWICK",https://cnj.craigslist.org/cto/d/new-brunswick-2013-hino-338/7254125782.html
"$3,300","2013 Ford Escape SE","HOWELL",https://cnj.craigslist.org/cto/d/howell-2013-ford-escape-se/7254095963.html
"$19,000","2015 Acura TLX 3.5 Sedan 4D sedan Gray - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2015-acura-tlx-35-sedan-4d/7254094325.html
"$3,700","2004 Mitsubishi OZ Rally, Clean Title, Excellent Condition, Low Miles!","PORT MONMOUTH",https://cnj.craigslist.org/ctd/d/hazlet-2004-mitsubishi-oz-rally-clean/7254089216.html
"$12,000","2010 Volvo C70 T5 Convertible 2D Convertible Blue - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2010-volvo-c70-t5-convertible/7254087714.html
"$52,000","2019 Porsche Macan Sport Utility 4D suv White - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2019-porsche-macan-sport/7254087604.html
"$30,000","2013 Caddy Cadillac Escalade Premium Sport Utility 4D suv Red -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-caddy-cadillac-escalade/7254087429.html
"$2,000","2004 FORD FOCUS","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/jackson-2004-ford-focus/7254083838.html
"$9,000","2007 Infiniti FX FX35 AWD","CENRAL JERSEY",https://cnj.craigslist.org/ctd/d/avenel-2007-infiniti-fx-fx35-awd/7254082473.html
"$7,000","2006 Acura TSX 5-speed AT","CENRAL JERSEY",https://cnj.craigslist.org/ctd/d/avenel-2006-acura-tsx-speed-at/7254082242.html
"$6,000","2008 Ford Taurus Limited","CENRAL JERSEY",https://cnj.craigslist.org/ctd/d/avenel-2008-ford-taurus-limited/7254082211.html
"$4,000","2006 Honda Accord LX sedan AT","CENRAL JERSEY",https://cnj.craigslist.org/ctd/d/avenel-2006-honda-accord-lx-sedan-at/7254082092.html
"$4,800","2003 Ford Escape XLT Popular 2 4WD","CENRAL JERSEY",https://cnj.craigslist.org/ctd/d/avenel-2003-ford-escape-xlt-popular-4wd/7254082063.html
"$10,000","2010 Nissan Frontier SE V6 King Cab 4WD","CENRAL JERSEY",https://cnj.craigslist.org/ctd/d/avenel-2010-nissan-frontier-se-v6-king/7254081933.html
"$7,500","2010 Honda Accord LX-P Sedan AT","CENRAL JERSEY",https://cnj.craigslist.org/ctd/d/avenel-2010-honda-accord-lx-sedan-at/7254081813.html
"$5,800","2007 Jeep Liberty Limited 4WD","CENRAL JERSEY",https://cnj.craigslist.org/ctd/d/avenel-2007-jeep-liberty-limited-4wd/7254081802.html
"$5,500","2007 Jeep Liberty Sport 4WD","CENRAL JERSEY",https://cnj.craigslist.org/ctd/d/avenel-2007-jeep-liberty-sport-4wd/7254081640.html
"$8,000","2012 Nissan Rogue S AWD","CENRAL JERSEY",https://cnj.craigslist.org/ctd/d/avenel-2012-nissan-rogue-awd/7254081635.html
"$22,000","2017 Buick Cascada Premium Convertible 2D Convertible Gray - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-buick-cascada-premium/7254079940.html
"$7,300","2012 Dodge Journey SE","CENRAL JERSEY",https://cnj.craigslist.org/ctd/d/avenel-2012-dodge-journey-se/7254081410.html
"$6,000","2005 Subaru Outback 2.5i Wagon","CENRAL JERSEY",https://cnj.craigslist.org/ctd/d/avenel-2005-subaru-outback-25i-wagon/7254081225.html
"$1,200","2005 Volks","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/jackson-2005-volks/7254079891.html
"$0","2016 Nissan Maxima 3.5 S 4dr Sedan -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2016-nissan-maxima-35-4dr-sedan/7254079394.html
"$4,900","2003 NISSAN PATHFINDER LE 4X4","CRANFORD",https://cnj.craigslist.org/cto/d/cranford-2003-nissan-pathfinder-le-4x4/7254071217.html
"$2,800","2003 Honda Civic hybrid","ISELIN",https://cnj.craigslist.org/cto/d/iselin-2003-honda-civic-hybrid/7254069643.html
"$9,900","2011 Ford E350 Cargo Van One Owner PA Van * MUST SEE * Wont Last Long!","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/metuchen-2011-ford-e350-cargo-van-one/7254069025.html
"$6,800","2008 Ford E250 Cargo Van * Extra Row Of Seats * One Owner * Call Today","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/east-brunswick-2008-ford-e250-cargo-van/7254066351.html
"$12,000","2015 Nissan Altima 2.5SV low miles 38k","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/east-brunswick-2015-nissan-altima-25sv/7254053997.html
"$17,000","Chevrolet Camaro 2016","EDISON",https://cnj.craigslist.org/cto/d/edison-chevrolet-camaro-2016/7254045396.html
"$20,000","2015 MERCEDES-BENZ E 350 4MATIC - PMTS. STARTING @ $59/WEEK","+ FAST TRACK MOTORS",https://cnj.craigslist.org/ctd/d/paterson-2015-mercedes-benz-350-4matic/7254025266.html
"$28,000","2019 Toyota 86 GT Coupe 2D coupe Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2019-toyota-86-gt-coupe-2d/7254025219.html
"$33,000","2018 Honda Pilot Touring Sport Utility 4D suv Blue - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-honda-pilot-touring-sport/7254019775.html
"$41,000","2020 Nissan 370Z NISMO Coupe 2D coupe Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2020-nissan-370z-nismo-coupe-2d/7254019623.html
"$16,000","2013 Hyundai Genesis 3.8 Sedan 4D sedan White - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-hyundai-genesis-38-sedan/7254019022.html
"$7,200","Toyota Prius V 2012y","MORGANVILLE",https://cnj.craigslist.org/cto/d/morganville-toyota-prius-2012y/7254017776.html
"$16,000","2017 Ford Transit Connect Cargo Van XLT LWB 83K 1 OWNER NAVIGATION","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2017-ford-transit-connect/7254016211.html
"$13,000","2017 Ford Escape SE 4WD 1 OWNER NO ACC 94K LIGHTNING BLUE BACKUP CAMER","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2017-ford-escape-se-4wd/7254016111.html
"$16,000","2019 Ford Fusion Hybrid SE 1 OWNER GAS SAVER NAVIGATION BACKUP CAM 43K","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2019-ford-fusion-hybrid-se/7254015989.html
"$14,000","2016 Ford C-Max Energi SEL ONLY 56K NAVIGATION HEATED LEATHER NO ACCID","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2016-ford-max-energi-sel/7254015958.html
"$17,000","2018 Chevrolet Equinox LT AWD 1 OWNER WHITE SMART KEY BACKUP CAM 61K","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2018-chevrolet-equinox-lt/7254015827.html
"$16,000","2015 Subaru Outback 2.5i Premium WHITE AWD ONLY 85K NO ACCIDENTS MINT!","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2015-subaru-outback-25i/7254015700.html
"$18,000","2016 GMC Acadia SLE-2 AWD 1 OWNER EXTRA CLEAN THIRD ROW 70K MUST SEE!!","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2016-gmc-acadia-sle-awd/7254015355.html
"$16,000","2015 Audi Q5 2.0T Premium Plus quattro LOADED PANO ROOF LEATHER NAVIGA","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2015-audi-q5-20t-premium/7254015331.html
"$18,000","2015 Jeep Grand Cherokee Limited 4WD HEATED LEATHER CAMERA SMART KEY!!","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2015-jeep-grand-cherokee/7254015259.html
"$16,000","2017 Toyota Camry SE ONLY 54K EXTRA CLEAN LEATHER GAS SAVER BACKUP CAM","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2017-toyota-camry-se-only/7254015233.html
"$17,000","2018 Mazda CX-3 Sport AWD 1 OWNER BLACK ONLY 20K MINT CAMER SMART KEY!","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2018-mazda-cx-sport-awd/7254015072.html
"$10,000","2008 Toyota Sienna XLE AWD BLACK LEATHER NAVIGATION DVD CAMERA WOW!!","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2008-toyota-sienna-xle-awd/7254014970.html
"$11,000","2012 Audi A4 Premium Plus 4D Sedan Qtro 2.0T HEATED LEATHER SUNROOF!!","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2012-audi-a4-premium-plus/7254014962.html
"$15,000","2013 Toyota Avalon Hybrid Limited BLK LEATHER SUNROOF NAVIGATION CAMER","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2013-toyota-avalon-hybrid/7254014878.html
"$14,000","2017 Ford Escape SE 4WD 1 OWNER NO ACCIDENTS 78K BACKUP CAMERA BLUETOO","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2017-ford-escape-se-4wd/7254014838.html
"$17,000","2012 Jeep Grand Cherokee Limited 4WD LEATHER NAVIGATION CAMERA ONLY 68","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2012-jeep-grand-cherokee/7254014639.html
"$17,000","2018 Chevrolet Malibu LT 1 -OWNER NO ACCIDENTS ONLY 18K MINT CAMERA","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2018-chevrolet-malibu-lt/7254014555.html
"$11,000","2013 Nissan Altima 2.5 SL LEATHER ROOF NAVIGATION CAMERA 80K SLVR WOW!","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2013-nissan-altima-25-sl/7254014346.html
"$15,000","2016 Chevrolet Equinox LT 1 OWNER ONLY 41K NO ACCIDENTS BACKUP CAMERA!","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2016-chevrolet-equinox-lt/7254014253.html
"$13,000","2015 Nissan Altima 2.5 SV PUSH TO START ONLY 37K GAS SAVER NO ACCIDENT","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2015-nissan-altima-25-sv/7254014202.html
"$18,000","2019 Dodge Grand Caravan SXT 1 OWNER BLACK NO ACC 34K LEATHER CAMERA","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2019-dodge-grand-caravan/7254014159.html
"$16,000","2013 MINI Roadster Cooper S Roadster 2D Convertible Black - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-mini-roadster-cooper/7254012354.html
"$12,000","2015 Nissan Altima 2.5 SV SILVER PUSH TO START 46K GAS SAVER NO ACC","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2015-nissan-altima-25-sv/7254013948.html
"$7,000","2008 Honda Civic EX sedan AT 1 OWNER GAS SAVER SUNROOF WHEELS 116K!!","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2008-honda-civic-ex-sedan/7254013871.html
"$22,000","2018 Honda Accord Sport RED ONLY 26K LEATHER BACKUP CAM CARPLAY MINT!!","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2018-honda-accord-sport-red/7254013769.html
"$5,500","2008 Chrysler Sebring Hardtop Convertible Touring NAVIGATION WHITE WOW","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2008-chrysler-sebring/7254013559.html
"$11,000","2014 Subaru Forester 2.5i Limited HEATED LEATHER ROOF CAMERA AWD 1 OWN","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2014-subaru-forester-25i/7254013503.html
"$10,000","2013 Honda Civic LX Sedan AUTO BLACK REMOTE START BACKUP CAMERA 99K!!","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2013-honda-civic-lx-sedan/7254013404.html
"$8,000","2009 Subaru Forester 2.5X Premium AWD 111K GREEN SUNROOF HEATED SEATS!","CENTRAL NJ",https://cnj.craigslist.org/ctd/d/south-amboy-2009-subaru-forester-25x/7254013127.html
